symbol,date,price
JTSJOL,2000-12-01,5088
JTSJOL,2001-01-01,5234
JTSJOL,2001-02-01,5097
JTSJOL,2001-03-01,4762
JTSJOL,2001-04-01,4615
JTSJOL,2001-05-01,4425
JTSJOL,2001-06-01,4361
JTSJOL,2001-07-01,4447
JTSJOL,2001-08-01,4024
JTSJOL,2001-09-01,4071
JTSJOL,2001-10-01,3707
JTSJOL,2001-11-01,3775
JTSJOL,2001-12-01,3677
JTSJOL,2002-01-01,3699
JTSJOL,2002-02-01,3436
JTSJOL,2002-03-01,3612
JTSJOL,2002-04-01,3471
JTSJOL,2002-05-01,3457
JTSJOL,2002-06-01,3412
JTSJOL,2002-07-01,3367
JTSJOL,2002-08-01,3517
JTSJOL,2002-09-01,3301
JTSJOL,2002-10-01,3479
JTSJOL,2002-11-01,3514
JTSJOL,2002-12-01,3169
JTSJOL,2003-01-01,3441
JTSJOL,2003-02-01,3229
JTSJOL,2003-03-01,3099
JTSJOL,2003-04-01,3108
JTSJOL,2003-05-01,3289
JTSJOL,2003-06-01,3390
JTSJOL,2003-07-01,2981
JTSJOL,2003-08-01,3190
JTSJOL,2003-09-01,3091
JTSJOL,2003-10-01,3305
JTSJOL,2003-11-01,3324
JTSJOL,2003-12-01,3414
JTSJOL,2004-01-01,3424
JTSJOL,2004-02-01,3532
JTSJOL,2004-03-01,3525
JTSJOL,2004-04-01,3511
JTSJOL,2004-05-01,3710
JTSJOL,2004-06-01,3337
JTSJOL,2004-07-01,3814
JTSJOL,2004-08-01,3541
JTSJOL,2004-09-01,3821
JTSJOL,2004-10-01,3943
JTSJOL,2004-11-01,3472
JTSJOL,2004-12-01,4074
JTSJOL,2005-01-01,3804
JTSJOL,2005-02-01,3965
JTSJOL,2005-03-01,4044
JTSJOL,2005-04-01,4159
JTSJOL,2005-05-01,3797
JTSJOL,2005-06-01,4062
JTSJOL,2005-07-01,4256
JTSJOL,2005-08-01,4142
JTSJOL,2005-09-01,4352
JTSJOL,2005-10-01,4184
JTSJOL,2005-11-01,4248
JTSJOL,2005-12-01,4282
JTSJOL,2006-01-01,4397
JTSJOL,2006-02-01,4325
JTSJOL,2006-03-01,4732
JTSJOL,2006-04-01,4790
JTSJOL,2006-05-01,4463
JTSJOL,2006-06-01,4614
JTSJOL,2006-07-01,4394
JTSJOL,2006-08-01,4710
JTSJOL,2006-09-01,4737
JTSJOL,2006-10-01,4591
JTSJOL,2006-11-01,4645
JTSJOL,2006-12-01,4620
JTSJOL,2007-01-01,4763
JTSJOL,2007-02-01,4699
JTSJOL,2007-03-01,4962
JTSJOL,2007-04-01,4689
JTSJOL,2007-05-01,4657
JTSJOL,2007-06-01,4859
JTSJOL,2007-07-01,4598
JTSJOL,2007-08-01,4546
JTSJOL,2007-09-01,4652
JTSJOL,2007-10-01,4636
JTSJOL,2007-11-01,4646
JTSJOL,2007-12-01,4545
JTSJOL,2008-01-01,4624
JTSJOL,2008-02-01,4279
JTSJOL,2008-03-01,4225
JTSJOL,2008-04-01,4035
JTSJOL,2008-05-01,4194
JTSJOL,2008-06-01,3830
JTSJOL,2008-07-01,3749
JTSJOL,2008-08-01,3674
JTSJOL,2008-09-01,3222
JTSJOL,2008-10-01,3377
JTSJOL,2008-11-01,3231
JTSJOL,2008-12-01,3146
JTSJOL,2009-01-01,2738
JTSJOL,2009-02-01,2864
JTSJOL,2009-03-01,2534
JTSJOL,2009-04-01,2295
JTSJOL,2009-05-01,2549
JTSJOL,2009-06-01,2503
JTSJOL,2009-07-01,2232
JTSJOL,2009-08-01,2338
JTSJOL,2009-09-01,2487
JTSJOL,2009-10-01,2406
JTSJOL,2009-11-01,2503
JTSJOL,2009-12-01,2568
JTSJOL,2010-01-01,2837
JTSJOL,2010-02-01,2666
JTSJOL,2010-03-01,2679
JTSJOL,2010-04-01,3153
JTSJOL,2010-05-01,2988
JTSJOL,2010-06-01,2801
JTSJOL,2010-07-01,3082
JTSJOL,2010-08-01,2999
JTSJOL,2010-09-01,2918
JTSJOL,2010-10-01,3235
JTSJOL,2010-11-01,3211
JTSJOL,2010-12-01,3058
JTSJOL,2011-01-01,3104
JTSJOL,2011-02-01,3226
JTSJOL,2011-03-01,3261
JTSJOL,2011-04-01,3259
JTSJOL,2011-05-01,3179
JTSJOL,2011-06-01,3455
JTSJOL,2011-07-01,3623
JTSJOL,2011-08-01,3329
JTSJOL,2011-09-01,3774
JTSJOL,2011-10-01,3619
JTSJOL,2011-11-01,3565
JTSJOL,2011-12-01,3768
JTSJOL,2012-01-01,3909
JTSJOL,2012-02-01,3616
JTSJOL,2012-03-01,3979
JTSJOL,2012-04-01,3793
JTSJOL,2012-05-01,3835
JTSJOL,2012-06-01,3911
JTSJOL,2012-07-01,3735
JTSJOL,2012-08-01,3809
JTSJOL,2012-09-01,3882
JTSJOL,2012-10-01,3775
JTSJOL,2012-11-01,3878
JTSJOL,2012-12-01,3970
JTSJOL,2013-01-01,3923
JTSJOL,2013-02-01,4004
JTSJOL,2013-03-01,4076
JTSJOL,2013-04-01,3988
JTSJOL,2013-05-01,4145
JTSJOL,2013-06-01,4150
JTSJOL,2013-07-01,3885
JTSJOL,2013-08-01,4085
JTSJOL,2013-09-01,4128
JTSJOL,2013-10-01,4222
JTSJOL,2013-11-01,4119
JTSJOL,2013-12-01,4121
JTSJOL,2014-01-01,4127
JTSJOL,2014-02-01,4373
JTSJOL,2014-03-01,4388
JTSJOL,2014-04-01,4566
JTSJOL,2014-05-01,4747
JTSJOL,2014-06-01,4982
JTSJOL,2014-07-01,4846
JTSJOL,2014-08-01,5349
JTSJOL,2014-09-01,4914
JTSJOL,2014-10-01,5012
JTSJOL,2014-11-01,4843
JTSJOL,2014-12-01,5130
JTSJOL,2015-01-01,5344
JTSJOL,2015-02-01,5466
JTSJOL,2015-03-01,5210
JTSJOL,2015-04-01,5598
JTSJOL,2015-05-01,5563
JTSJOL,2015-06-01,5248
JTSJOL,2015-07-01,6056
JTSJOL,2015-08-01,5467
JTSJOL,2015-09-01,5488
JTSJOL,2015-10-01,5773
JTSJOL,2015-11-01,5708
JTSJOL,2015-12-01,5845
JTSJOL,2016-01-01,6012
JTSJOL,2016-02-01,5770
JTSJOL,2016-03-01,6129
JTSJOL,2016-04-01,5803
JTSJOL,2016-05-01,5777
JTSJOL,2016-06-01,5742
JTSJOL,2016-07-01,5962
JTSJOL,2016-08-01,5677
JTSJOL,2016-09-01,5868
JTSJOL,2016-10-01,5591
JTSJOL,2016-11-01,5971
JTSJOL,2016-12-01,5964
JTSJOL,2017-01-01,5617
JTSJOL,2017-02-01,5923
JTSJOL,2017-03-01,5811
JTSJOL,2017-04-01,6091
JTSJOL,2017-05-01,5826
JTSJOL,2017-06-01,6305
JTSJOL,2017-07-01,6238
JTSJOL,2017-08-01,6276
JTSJOL,2017-09-01,6320
JTSJOL,2017-10-01,6408
JTSJOL,2017-11-01,6271
JTSJOL,2017-12-01,6336
JTSJOL,2018-01-01,6621
JTSJOL,2018-02-01,6552
JTSJOL,2018-03-01,6818
JTSJOL,2018-04-01,6877
JTSJOL,2018-05-01,7016
JTSJOL,2018-06-01,7230
JTSJOL,2018-07-01,7190
JTSJOL,2018-08-01,7208
JTSJOL,2018-09-01,7411
JTSJOL,2018-10-01,7304
JTSJOL,2018-11-01,7594
JTSJOL,2018-12-01,7489
JTSJOL,2019-01-01,7502
JTSJOL,2019-02-01,7066
JTSJOL,2019-03-01,7317
JTSJOL,2019-04-01,7272
JTSJOL,2019-05-01,7275
JTSJOL,2019-06-01,7194
JTSJOL,2019-07-01,7042
JTSJOL,2019-08-01,7178
JTSJOL,2019-09-01,7124
JTSJOL,2019-10-01,7289
JTSJOL,2019-11-01,6888
JTSJOL,2019-12-01,6699
JTSJOL,2020-01-01,7124
JTSJOL,2020-02-01,6966
JTSJOL,2020-03-01,5894
JTSJOL,2020-04-01,4606
JTSJOL,2020-05-01,5612
JTSJOL,2020-06-01,6129
JTSJOL,2020-07-01,6530
JTSJOL,2020-08-01,6429
JTSJOL,2020-09-01,6511
JTSJOL,2020-10-01,6798
JTSJOL,2020-11-01,6820
JTSJOL,2020-12-01,6773
JTSJOL,2021-01-01,7204
JTSJOL,2021-02-01,7752
JTSJOL,2021-03-01,8470
JTSJOL,2021-04-01,9356
JTSJOL,2021-05-01,9905
JTSJOL,2021-06-01,10298
JTSJOL,2021-07-01,11049
JTSJOL,2021-08-01,10956
JTSJOL,2021-09-01,10879
JTSJOL,2021-10-01,11341
JTSJOL,2021-11-01,11119
JTSJOL,2021-12-01,11417
JTSJOL,2022-01-01,11238
JTSJOL,2022-02-01,11661
JTSJOL,2022-03-01,12134
JTSJOL,2022-04-01,11881
JTSJOL,2022-05-01,11483
JTSJOL,2022-06-01,11256
JTSJOL,2022-07-01,11610
JTSJOL,2022-08-01,10148
JTSJOL,2022-09-01,10812
JTSJOL,2022-10-01,10488
JTSJOL,2022-11-01,10619
JTSJOL,2022-12-01,10876
JTSJOL,2023-01-01,10393
JTSJOL,2023-02-01,9846
JTSJOL,2023-03-01,9572
JTSJOL,2023-04-01,9992
JTSJOL,2023-05-01,9310
JTSJOL,2023-06-01,9191
JTSJOL,2023-07-01,8606
JTSJOL,2023-08-01,9287
JTSJOL,2023-09-01,9279
JTSJOL,2023-10-01,8550
JTSJOL,2023-11-01,8663
JTSJOL,2023-12-01,8585
JTSJOL,2024-01-01,8468
JTSJOL,2024-02-01,8445
JTSJOL,2024-03-01,8093
JTSJOL,2024-04-01,7619
JTSJOL,2024-05-01,7901
JTSJOL,2024-06-01,7412
JTSJOL,2024-07-01,7504
JTSJOL,2024-08-01,7649
JTSJOL,2024-09-01,7103
JTSJOL,2024-10-01,7615
JTSJOL,2024-11-01,8031
JTSJOL,2024-12-01,7508
JTSJOL,2025-01-01,7762
JTSJOL,2025-02-01,7480
JTSJOL,2025-03-01,7200
JTSJOL,2025-04-01,7395
JTSJOL,2025-05-01,7712
JTSJOL,2025-06-01,7357
JTSJOL,2025-07-01,7208
JTSJOL,2025-08-01,7227
JTSJOL,2025-09-01,7658
JTSJOL,2025-10-01,7449
JTSJOL,2025-11-01,6928
JTSJOL,2025-12-01,6542
CIVPART,2000-01-01,67.3
CIVPART,2000-02-01,67.3
CIVPART,2000-03-01,67.3
CIVPART,2000-04-01,67.3
CIVPART,2000-05-01,67.1
CIVPART,2000-06-01,67.1
CIVPART,2000-07-01,66.9
CIVPART,2000-08-01,66.9
CIVPART,2000-09-01,66.9
CIVPART,2000-10-01,66.8
CIVPART,2000-11-01,66.9
CIVPART,2000-12-01,67
CIVPART,2001-01-01,67.2
CIVPART,2001-02-01,67.1
CIVPART,2001-03-01,67.2
CIVPART,2001-04-01,66.9
CIVPART,2001-05-01,66.7
CIVPART,2001-06-01,66.7
CIVPART,2001-07-01,66.8
CIVPART,2001-08-01,66.5
CIVPART,2001-09-01,66.8
CIVPART,2001-10-01,66.7
CIVPART,2001-11-01,66.7
CIVPART,2001-12-01,66.7
CIVPART,2002-01-01,66.5
CIVPART,2002-02-01,66.8
CIVPART,2002-03-01,66.6
CIVPART,2002-04-01,66.7
CIVPART,2002-05-01,66.7
CIVPART,2002-06-01,66.6
CIVPART,2002-07-01,66.5
CIVPART,2002-08-01,66.6
CIVPART,2002-09-01,66.7
CIVPART,2002-10-01,66.6
CIVPART,2002-11-01,66.4
CIVPART,2002-12-01,66.3
CIVPART,2003-01-01,66.4
CIVPART,2003-02-01,66.4
CIVPART,2003-03-01,66.3
CIVPART,2003-04-01,66.4
CIVPART,2003-05-01,66.4
CIVPART,2003-06-01,66.5
CIVPART,2003-07-01,66.2
CIVPART,2003-08-01,66.1
CIVPART,2003-09-01,66.1
CIVPART,2003-10-01,66.1
CIVPART,2003-11-01,66.1
CIVPART,2003-12-01,65.9
CIVPART,2004-01-01,66.1
CIVPART,2004-02-01,66
CIVPART,2004-03-01,66
CIVPART,2004-04-01,65.9
CIVPART,2004-05-01,66
CIVPART,2004-06-01,66.1
CIVPART,2004-07-01,66.1
CIVPART,2004-08-01,66
CIVPART,2004-09-01,65.8
CIVPART,2004-10-01,65.9
CIVPART,2004-11-01,66
CIVPART,2004-12-01,65.9
CIVPART,2005-01-01,65.8
CIVPART,2005-02-01,65.9
CIVPART,2005-03-01,65.9
CIVPART,2005-04-01,66.1
CIVPART,2005-05-01,66.1
CIVPART,2005-06-01,66.1
CIVPART,2005-07-01,66.1
CIVPART,2005-08-01,66.2
CIVPART,2005-09-01,66.1
CIVPART,2005-10-01,66.1
CIVPART,2005-11-01,66
CIVPART,2005-12-01,66
CIVPART,2006-01-01,66
CIVPART,2006-02-01,66.1
CIVPART,2006-03-01,66.2
CIVPART,2006-04-01,66.1
CIVPART,2006-05-01,66.1
CIVPART,2006-06-01,66.2
CIVPART,2006-07-01,66.1
CIVPART,2006-08-01,66.2
CIVPART,2006-09-01,66.1
CIVPART,2006-10-01,66.2
CIVPART,2006-11-01,66.3
CIVPART,2006-12-01,66.4
CIVPART,2007-01-01,66.4
CIVPART,2007-02-01,66.3
CIVPART,2007-03-01,66.2
CIVPART,2007-04-01,65.9
CIVPART,2007-05-01,66
CIVPART,2007-06-01,66
CIVPART,2007-07-01,66
CIVPART,2007-08-01,65.8
CIVPART,2007-09-01,66
CIVPART,2007-10-01,65.8
CIVPART,2007-11-01,66
CIVPART,2007-12-01,66
CIVPART,2008-01-01,66.2
CIVPART,2008-02-01,66
CIVPART,2008-03-01,66.1
CIVPART,2008-04-01,65.9
CIVPART,2008-05-01,66.1
CIVPART,2008-06-01,66.1
CIVPART,2008-07-01,66.1
CIVPART,2008-08-01,66.1
CIVPART,2008-09-01,66
CIVPART,2008-10-01,66
CIVPART,2008-11-01,65.9
CIVPART,2008-12-01,65.8
CIVPART,2009-01-01,65.7
CIVPART,2009-02-01,65.8
CIVPART,2009-03-01,65.6
CIVPART,2009-04-01,65.7
CIVPART,2009-05-01,65.7
CIVPART,2009-06-01,65.7
CIVPART,2009-07-01,65.5
CIVPART,2009-08-01,65.4
CIVPART,2009-09-01,65.1
CIVPART,2009-10-01,65
CIVPART,2009-11-01,65
CIVPART,2009-12-01,64.6
CIVPART,2010-01-01,64.8
CIVPART,2010-02-01,64.9
CIVPART,2010-03-01,64.9
CIVPART,2010-04-01,65.2
CIVPART,2010-05-01,64.9
CIVPART,2010-06-01,64.6
CIVPART,2010-07-01,64.6
CIVPART,2010-08-01,64.7
CIVPART,2010-09-01,64.6
CIVPART,2010-10-01,64.4
CIVPART,2010-11-01,64.6
CIVPART,2010-12-01,64.3
CIVPART,2011-01-01,64.2
CIVPART,2011-02-01,64.1
CIVPART,2011-03-01,64.2
CIVPART,2011-04-01,64.2
CIVPART,2011-05-01,64.1
CIVPART,2011-06-01,64
CIVPART,2011-07-01,64
CIVPART,2011-08-01,64.1
CIVPART,2011-09-01,64.2
CIVPART,2011-10-01,64.1
CIVPART,2011-11-01,64.1
CIVPART,2011-12-01,64
CIVPART,2012-01-01,63.7
CIVPART,2012-02-01,63.8
CIVPART,2012-03-01,63.8
CIVPART,2012-04-01,63.7
CIVPART,2012-05-01,63.7
CIVPART,2012-06-01,63.8
CIVPART,2012-07-01,63.7
CIVPART,2012-08-01,63.5
CIVPART,2012-09-01,63.6
CIVPART,2012-10-01,63.8
CIVPART,2012-11-01,63.6
CIVPART,2012-12-01,63.7
CIVPART,2013-01-01,63.7
CIVPART,2013-02-01,63.4
CIVPART,2013-03-01,63.3
CIVPART,2013-04-01,63.4
CIVPART,2013-05-01,63.4
CIVPART,2013-06-01,63.4
CIVPART,2013-07-01,63.3
CIVPART,2013-08-01,63.3
CIVPART,2013-09-01,63.2
CIVPART,2013-10-01,62.8
CIVPART,2013-11-01,63
CIVPART,2013-12-01,62.9
CIVPART,2014-01-01,62.9
CIVPART,2014-02-01,62.9
CIVPART,2014-03-01,63.1
CIVPART,2014-04-01,62.8
CIVPART,2014-05-01,62.9
CIVPART,2014-06-01,62.8
CIVPART,2014-07-01,62.9
CIVPART,2014-08-01,62.9
CIVPART,2014-09-01,62.8
CIVPART,2014-10-01,62.9
CIVPART,2014-11-01,62.9
CIVPART,2014-12-01,62.8
CIVPART,2015-01-01,62.9
CIVPART,2015-02-01,62.7
CIVPART,2015-03-01,62.6
CIVPART,2015-04-01,62.8
CIVPART,2015-05-01,62.9
CIVPART,2015-06-01,62.7
CIVPART,2015-07-01,62.6
CIVPART,2015-08-01,62.6
CIVPART,2015-09-01,62.4
CIVPART,2015-10-01,62.5
CIVPART,2015-11-01,62.5
CIVPART,2015-12-01,62.7
CIVPART,2016-01-01,62.7
CIVPART,2016-02-01,62.8
CIVPART,2016-03-01,63
CIVPART,2016-04-01,62.9
CIVPART,2016-05-01,62.7
CIVPART,2016-06-01,62.7
CIVPART,2016-07-01,62.8
CIVPART,2016-08-01,62.9
CIVPART,2016-09-01,62.9
CIVPART,2016-10-01,62.8
CIVPART,2016-11-01,62.7
CIVPART,2016-12-01,62.7
CIVPART,2017-01-01,62.8
CIVPART,2017-02-01,62.9
CIVPART,2017-03-01,62.9
CIVPART,2017-04-01,63
CIVPART,2017-05-01,62.8
CIVPART,2017-06-01,62.8
CIVPART,2017-07-01,62.9
CIVPART,2017-08-01,62.9
CIVPART,2017-09-01,63.1
CIVPART,2017-10-01,62.7
CIVPART,2017-11-01,62.7
CIVPART,2017-12-01,62.7
CIVPART,2018-01-01,62.7
CIVPART,2018-02-01,63
CIVPART,2018-03-01,62.9
CIVPART,2018-04-01,62.9
CIVPART,2018-05-01,62.9
CIVPART,2018-06-01,63
CIVPART,2018-07-01,63
CIVPART,2018-08-01,62.6
CIVPART,2018-09-01,62.8
CIVPART,2018-10-01,62.9
CIVPART,2018-11-01,62.9
CIVPART,2018-12-01,63
CIVPART,2019-01-01,63.1
CIVPART,2019-02-01,63.1
CIVPART,2019-03-01,63
CIVPART,2019-04-01,62.8
CIVPART,2019-05-01,62.9
CIVPART,2019-06-01,63
CIVPART,2019-07-01,63.1
CIVPART,2019-08-01,63.1
CIVPART,2019-09-01,63.2
CIVPART,2019-10-01,63.3
CIVPART,2019-11-01,63.3
CIVPART,2019-12-01,63.3
CIVPART,2020-01-01,63.3
CIVPART,2020-02-01,63.3
CIVPART,2020-03-01,62.6
CIVPART,2020-04-01,60.1
CIVPART,2020-05-01,60.8
CIVPART,2020-06-01,61.5
CIVPART,2020-07-01,61.5
CIVPART,2020-08-01,61.7
CIVPART,2020-09-01,61.4
CIVPART,2020-10-01,61.7
CIVPART,2020-11-01,61.5
CIVPART,2020-12-01,61.5
CIVPART,2021-01-01,61.4
CIVPART,2021-02-01,61.4
CIVPART,2021-03-01,61.5
CIVPART,2021-04-01,61.6
CIVPART,2021-05-01,61.6
